"name","year_start","year_end","years_tot","birth_date","position","height","weight","college"
"Leroy Ellis",1963,1976,14,1940-03-10,"C-F",82,210,"St. John's University"
"Monta Ellis",2006,2017,12,1985-10-26,"G",75,185,"No College"
"Pervis Ellison",1990,2001,12,1967-04-03,"F-C",81,210,"University of Louisville"
"Len Elmore",1975,1984,10,1952-03-28,"C-F",81,220,"University of Maryland"
"Francisco Elson",2004,2012,9,1976-02-28,"C",84,235,"University of California"
"Darrell Elston",1975,1977,3,1952-08-15,"G",76,190,"University of North Carolina"
"Melvin Ely",2003,2014,12,1978-05-02,"C",82,260,"California State University, Fresno"
"Joel Embiid",2017,2018,2,1994-03-16,"C-F",84,250,"University of Kansas"
"Wayne Embry",1959,1969,11,1937-03-26,"C-F",80,240,"Miami University"
"Andre Emmett",2005,2012,8,1982-08-27,"F",77,230,"Texas Tech University"
"Ned Endress",1947,1947,1,1918-03-02,"F-G",74,200,"University of Akron"
"Chris Engler",1983,1988,6,1959-03-01,"C",83,245,"University of Wyoming"
"Wayne Englestad",1989,1989,1,1966-12-06,"F",80,245,"University of California, Irvine"
"A.J. English",1991,1992,2,1967-07-11,"G",75,175,"Virginia Union University"
"Alex English",1977,1991,15,1954-01-05,"F",79,190,"University of South Carolina"
"Claude English",1971,1971,1,1946-12-26,"F",76,185,"University of Rhode Island"
"Jo Jo English",1993,1995,3,1970-02-04,"G",76,195,"University of South Carolina"
"Kim English",2013,2013,1,1988-09-24,"G",78,200,"University of Missouri"
"Scott English",1973,1975,3,1950-10-20,"F",78,205,"University of Texas at El Paso"
"Gene Englund",1950,1950,1,1917-10-21,"F-C",77,205,"University of Wisconsin"
"James Ennis",2015,2018,4,1990-07-01,"F",79,210,"California State University, Long Beach"
"Tyler Ennis",2015,2018,4,1994-08-24,"G",75,194,"Syracuse University"
"Ray Epps",1979,1979,1,1956-08-20,"F",78,195,"Norfolk State University"
"Semih Erden",2011,2012,2,1986-07-28,"C",84,240,"No College"
"Bo Erias",1958,1958,1,1932-07-30,"F",75,220,"Niagara University"
"Keith Erickson",1966,1977,12,1944-04-19,"F-G",77,195,"University of California, Los Angeles"
"Julius Erving",1972,1987,16,1950-02-22,"F-G",79,210,"University of Massachusetts Amherst"
"Evan Eschmeyer",2000,2003,4,1975-05-30,"C",83,255,"Northwestern University"
"Jack Eskridge",1949,1949,1,1924-01-21,"C-F",77,200,"University of Kansas"
"Vincenzo Esposito",1996,1996,1,1969-01-03,"G",75,198,"No College"
"Billy Evans",1970,1970,1,1947-03-03,"G",72,170,"Boston College"
"Bob Evans",1950,1950,1,1925-05-31,"G",74,175,"Butler University"
"Brian Evans",1997,1999,3,1973-09-13,"F",80,220,"Indiana University"
"Earl Evans",1980,1980,1,1955-11-11,"F",80,202,"University of Nevada, Las Vegas"
"Jawun Evans",2018,2018,1,1996-07-26,"G",72,185,"Oklahoma State University"
"Jeremy Evans",2011,2016,6,1987-10-24,"F",81,200,"Western Kentucky University"
"Maurice Evans",2002,2012,11,1978-11-08,"G",77,220,"University of Texas at Austin"
"Mike Evans",1980,1988,9,1955-04-19,"G",73,170,"Kansas State University"
"Reggie Evans",2003,2015,13,1980-05-18,"F",80,245,"University of Iowa"
"Tyreke Evans",2010,2018,9,1989-09-19,"G-F",78,220,"University of Memphis"
"Daniel Ewing",2006,2007,2,1983-03-26,"G",75,185,"Duke University"
"Patrick Ewing",1986,2002,17,1962-08-05,"C-F",84,240,"Georgetown University"
"Patrick Ewing",2011,2011,1,1984-05-20,"F",80,235,"Georgetown University"
"Dante Exum",2015,2017,3,1995-07-13,"G",78,190,"No College"
"Christian Eyenga",2011,2012,2,1989-06-22,"F",77,210,"No College"
"Festus Ezeli",2013,2016,4,1989-10-21,"C",83,255,"Vanderbilt University"
"Johnny Ezersky",1948,1950,3,1922-03-21,"F-G",75,175,"University of Rhode Island"
"Joe Fabel",1947,1947,1,1913-09-04,"F-G",73,190,"University of Pittsburgh"
"John Fairchild",1966,1970,5,1943-04-28,"F",80,205,"Brigham Young University"
"Phil Farbman",1949,1949,1,1924-04-03,"F",73,185,"City College of New York"
"Kenneth Faried",2012,2018,7,1989-11-19,"F",80,228,"Morehead State University"
"Dick Farley",1955,1959,5,1932-04-13,"G-F",76,190,"Indiana University"
"Jordan Farmar",2007,2017,11,1986-11-30,"G",74,180,"University of California, Los Angeles"
"Desmon Farmer",2007,2009,3,1981-10-07,"G",77,220,"University of Southern California"
"Jim Farmer",1988,1994,7,1964-09-23,"G",76,190,"University of Alabama"
"Mike Farmer",1959,1966,8,1936-09-26,"F",79,210,"University of San Francisco"
"Tony Farmer",1998,2000,3,1970-01-03,"F",81,244,"University of Nebraska"
"Bob Faught",1947,1947,1,1921-09-02,"F",77,185,"University of Notre Dame"
"Vitor Faverani",2014,2014,1,1988-05-05,"C",83,260,"No College"
"Derrick Favors",2011,2018,8,1991-07-15,"F-C",82,265,"Georgia Institute of Technology"
"Nick Fazekas",2008,2008,1,1985-06-17,"F",83,235,"University of Nevada, Reno"
"Dave Fedor",1963,1963,1,1940-12-10,"F",78,190,"Florida State University"
"Bob Feerick",1947,1950,4,1920-01-02,"F-G",75,190,"Santa Clara University"
"Butch Feher",1977,1977,1,1954-05-19,"G",76,185,"Vanderbilt University"
"Jamie Feick",1997,2001,5,1974-07-03,"C",81,255,"Michigan State University"
"Ron Feiereisel",1956,1956,1,1931-08-06,"G",75,185,"DePaul University"
"George Feigenbaum",1950,1953,4,1929-07-02,"G",73,185,"University of Kentucky"
"Dave Feitl",1987,1992,6,1962-06-08,"C",83,235,"University of Texas at El Paso"
"Kay Felder",2017,2018,2,1995-03-29,"G",69,176,"Oakland University"
"Cristiano Felicio",2016,2018,3,1992-07-07,"F-C",82,275,"No College"
"Carrick Felix",2014,2014,1,1990-08-17,"G",78,201,"Arizona State University"
"Noel Felix",2006,2006,1,1981-10-04,"F",81,225,"California State University, Fresno"
"Ray Felix",1954,1962,9,1930-12-10,"C",83,220,"Long Island University"
"Raymond Felton",2006,2018,13,1984-06-26,"G",73,205,"University of North Carolina"
"Jake Fendley",1952,1953,2,1929-06-12,"G",72,180,"Northwestern University"
"Warren Fenley",1947,1947,1,1922-02-08,"F",75,190,"Manhattan College"
"Desmond Ferguson",2004,2004,1,1977-07-22,"G-F",79,203,"University of Detroit Mercy"
"Terrance Ferguson",2018,2018,1,1998-05-17,"G-F",79,184,"No College"
"Rudy Fernandez",2009,2012,4,1985-04-04,"G",78,185,"No College"
"Eric Fernsten",1976,1984,9,1953-11-01,"C-F",82,205,"University of San Francisco"
"Al Ferrari",1956,1963,8,1933-07-06,"G-F",76,190,"Michigan State University"
"Rolando Ferreira",1989,1989,1,1964-05-24,"C",85,240,"University of Houston"
"Duane Ferrell",1989,1999,11,1965-02-28,"F-G",79,209,"Georgia Institute of Technology"
"Yogi Ferrell",2017,2018,2,1993-05-09,"G",72,180,"Indiana University"
"Arnie Ferrin",1949,1951,3,1925-07-29,"F-G",74,180,"University of Utah"
"Bob Ferry",1960,1969,10,1937-05-31,"C-F",80,230,"Saint Louis University"
"Danny Ferry",1991,2003,13,1966-10-17,"F",82,230,"Duke University"
"Kyrylo Fesenko",2008,2012,5,1986-12-24,"C",85,288,"No College"
"Bobby Fields",1972,1972,1,1949-10-20,"G",75,175,"La Salle University"
"Kenny Fields",1985,1988,4,1962-02-09,"F-G",77,220,"University of California, Los Angeles"
"Landry Fields",2011,2015,5,1988-06-27,"F",79,210,"Stanford University"
"Ron Filipek",1968,1968,1,1944-02-05,"F",77,205,"Tennessee Technological University"
"Greg Fillmore",1971,1972,2,1947-03-07,"C",85,240,"Cheyney University of Pennsylvania"
"Larry Finch",1974,1975,2,1951-02-16,"G",74,185,"University of Memphis"
"Hank Finkel",1967,1975,9,1942-04-20,"C",84,240,"University of Dayton"
"Michael Finley",1996,2010,15,1973-03-06,"G-F",79,215,"University of Wisconsin"
"Danny Finn",1953,1955,3,1928-05-29,"G",73,185,"St. John's University"
"Dorian Finney-Smith",2017,2018,2,1993-05-04,"F",80,220,"University of Florida"
"Matt Fish",1995,1997,3,1969-11-18,"C",83,235,"University of North Carolina at Wilmington"
"Derek Fisher",1997,2014,18,1974-08-09,"G",73,200,"University of Arkansas at Little Rock"
"Richard Fisher",1972,1972,1,1948-10-27,"F",77,215,"Colorado State University"
"Gerald Fitch",2006,2006,1,1982-08-12,"G",75,188,"University of Kentucky"
"Bob Fitzgerald",1947,1949,3,1923-03-14,"F-C",77,190,"Seton Hall University"
"Dick Fitzgerald",1947,1948,2,1920-11-18,"F",74,175,"Fordham University"
"Marcus Fizer",2001,2006,6,1978-08-10,"F",81,262,"Iowa State University"
"Jerry Fleishman",1947,1953,7,1922-02-14,"G-F",74,190,"New York University"
"Al Fleming",1978,1978,1,1954-04-05,"F",79,215,"University of Arizona"
"Ed Fleming",1956,1960,5,1933-07-25,"G-F",75,189,"Niagara University"
"Vern Fleming",1985,1996,12,1962-02-04,"G",77,185,"University of Georgia"
"Luis Flores",2005,2005,1,1981-04-11,"G",74,200,"Manhattan College"
"Bruce Flowers",1983,1983,1,1957-06-13,"F",80,225,"University of Notre Dame"
"Sleepy Floyd",1983,1995,13,1960-03-06,"G",75,170,"Georgetown University"
"Jonny Flynn",2010,2012,3,1989-02-06,"G",72,185,"Syracuse University"
"Mike Flynn",1976,1978,3,1953-07-31,"G",74,180,"University of Kentucky"
"Larry Fogle",1976,1976,1,1953-03-19,"G",77,205,"Canisius College"
"Jack Foley",1963,1963,1,1939-04-19,"F",75,170,"College of the Holy Cross"
"Isaac Fontaine",2002,2002,1,1975-04-16,"G",76,210,"Washington State University"
"Levi Fontaine",1971,1971,1,1948-11-01,"G",76,190,"University of Maryland Eastern Shore"
"Jeff Foote",2012,2012,1,1987-07-14,"C",84,265,"Cornell University"
"Bryn Forbes",2017,2018,2,1993-07-23,"G",75,190,"Michigan State University"
"Gary Forbes",2011,2012,2,1985-02-25,"F",79,220,"University of Massachusetts Amherst"
"Alphonso Ford",1994,1995,2,1971-10-31,"G",73,190,"Mississippi Valley State University"
"Alton Ford",2002,2004,3,1981-05-29,"F",81,275,"University of Houston"
"Bob Ford",1973,1973,1,1950-01-26,"F",79,228,"Purdue University"
"Chris Ford",1973,1982,10,1949-01-11,"G-F",77,190,"Villanova University"
"Don Ford",1976,1982,7,1952-12-31,"F",81,215,"University of California, Santa Barbara"
"Jake Ford",1971,1972,2,1946-04-29,"G",75,180,"University of Maryland Eastern Shore"
"Phil Ford",1979,1985,7,1956-02-09,"G",74,175,"University of North Carolina"
"Sharrod Ford",2006,2006,1,1982-01-09,"F",81,225,"Clemson University"
"Sherell Ford",1996,1996,1,1972-08-26,"F",79,210,"University of Illinois at Chicago"
"T.J. Ford",2004,2012,9,1983-03-24,"G",72,165,"University of Texas at Austin"
"Donnie Forman",1949,1949,1,1926-01-17,"G",70,175,"New York University"
"Bayard Forrest",1978,1979,2,1954-07-08,"C",82,235,"Grand Canyon University"
"Joseph Forte",2002,2003,2,1981-03-23,"G",76,194,"University of North Carolina"
"Courtney Fortson",2012,2012,1,1988-05-23,"G",71,185,"University of Arkansas"
"Danny Fortson",1998,2007,10,1976-03-27,"F",79,260,"University of Cincinnati"
"Fred Foster",1969,1977,9,1946-03-18,"F",77,210,"Miami University"
"Greg Foster",1991,2003,13,1968-10-03,"F-C",83,240,"University of Texas at El Paso"
"Jeff Foster",2000,2012,13,1977-01-16,"F-C",83,236,"Texas State University"
"Jimmy Foster",1975,1976,2,1951-12-16,"G",73,175,"University of Connecticut"
"Rod Foster",1984,1986,3,1960-10-10,"G",73,160,"University of California, Los Angeles"
"Antonis Fotsis",2002,2002,1,1981-04-01,"F",82,219,"No College"
"Evan Fournier",2013,2018,6,1992-10-29,"G-F",79,205,"No College"
"Larry Foust",1951,1962,12,1928-06-24,"C-F",81,215,"La Salle University"
"Calvin Fowler",1970,1970,1,1940-02-11,"G",72,175,"Saint Francis University"
"Jerry Fowler",1952,1952,1,1927-06-20,"C",80,230,"University of Missouri"
"Tremaine Fowlkes",2002,2005,4,1976-04-11,"F",80,220,"California State University, Fresno"
"De'Aaron Fox",2018,2018,1,1997-12-20,"G",75,170,"University of Kentucky"
"Harold Fox",1973,1973,1,1949-08-29,"G",74,175,"Jacksonville University"
"Jim Fox",1968,1977,10,1943-04-07,"C-F",82,230,"University of South Carolina"
"Rick Fox",1992,2004,13,1969-07-24,"F-G",79,230,"University of North Carolina"
"Randy Foye",2007,2017,11,1983-09-24,"G",76,213,"Villanova University"
"Adonal Foyle",1998,2009,12,1975-03-09,"C",82,250,"Colgate University"
"Richie Frahm",2004,2008,5,1977-08-14,"G",77,210,"Gonzaga University"
"Steve Francis",2000,2008,9,1977-02-21,"G",75,195,"University of Maryland"
"Tellis Frank",1988,1994,7,1965-04-26,"F-C",82,225,"Western Kentucky University"
"Nat Frankel",1947,1947,1,1913-11-03,"F-G",72,195,"Brooklyn College"
"Jamaal Franklin",2014,2015,2,1991-07-21,"G",77,191,"San Diego State University"
"William Franklin",1973,1976,4,1949-10-19,"F",79,220,"Purdue University"
"Ronald Franz",1968,1973,6,1945-10-20,"F",79,205,"University of Kansas"
"Tim Frazier",2015,2018,4,1990-11-01,"G",73,170,"Pennsylvania State University"
"Walt Frazier",1968,1980,13,1945-03-29,"G",76,200,"Southern Illinois University"
"Will Frazier",1966,1969,4,1942-08-24,"C-F",79,210,"Grambling State University"
"Anthony Frederick",1989,1992,4,1964-12-07,"F",79,205,"Pepperdine University"
"Jimmer Fredette",2012,2016,5,1989-02-25,"G",74,195,"Brigham Young University"
"World B. Free",1976,1988,13,1953-12-09,"G",74,185,"Guilford College"
"Joel Freeland",2013,2015,3,1987-02-07,"F-C",82,250,"No College"
"Donnie Freeman",1968,1976,9,1944-07-18,"G",75,185,"University of Illinois at Urbana-Champaign"
"Gary Freeman",1971,1971,1,1948-07-25,"F",81,210,"Oregon State University"
"Rod Freeman",1974,1974,1,1950-11-05,"F",79,225,"Vanderbilt University"
"Matt Freije",2005,2007,3,1981-10-02,"F",82,240,"Vanderbilt University"
"Frido Frey",1947,1947,1,1921-10-26,"F",74,195,"Long Island University"
"Larry Friend",1958,1958,1,1935-04-14,"G-F",76,185,"University of California"
"Pat Frink",1969,1969,1,1945-02-18,"G",76,195,"University of Colorado"
"Jim Fritsche",1954,1955,2,1931-12-10,"F-C",80,210,"Hamline University"
"Channing Frye",2006,2018,13,1983-05-17,"C-F",83,255,"University of Arizona"
"Bernie Fryer",1974,1975,2,1949-12-25,"G",75,185,"Brigham Young University"
"Frank Fucarino",1947,1947,1,1920-07-24,"F",74,175,"Long Island University"
"Herm Fuetsch",1948,1948,1,1918-07-06,"G",72,170,"No College"
"Joe Fulks",1947,1954,8,1921-10-26,"F-C",77,190,"Murray State University"
"Carl Fuller",1971,1972,2,1946-01-10,"C",81,225,"Bethune-Cookman College"
"Hiram Fuller",2004,2004,1,1981-05-15,"F",81,240,"California State University, Fresno"
"Todd Fuller",1997,2001,5,1974-07-25,"C",83,255,"North Carolina State University"
"Tony Fuller",1981,1981,1,1958-09-04,"G",76,180,"Pepperdine University"
"Markelle Fultz",2018,2018,1,1998-05-29,"G",76,195,"University of Washington"
"Lawrence Funderburke",1998,2005,8,1970-12-15,"F",81,230,"Ohio State University"
"Terry Furlow",1977,1980,4,1954-10-18,"G-F",76,190,"Michigan State University"
"Bill Gabor",1950,1955,6,1922-05-13,"G-F",71,170,"Syracuse University"
"Dan Gadzuric",2003,2012,10,1978-02-02,"C",83,240,"University of California, Los Angeles"
"Deng Gai",2006,2006,1,1982-03-22,"F",81,250,"Fairfield University"
"Elmer Gainer",1948,1950,3,1918-11-22,"F-C",78,195,"DePaul University"
"Bill Gaines",1969,1969,1,1946-03-10,"G",76,185,"East Texas State University"
"Corey Gaines",1989,1995,7,1965-06-01,"G",75,195,"Loyola Marymount University"
"David Gaines",1968,1968,1,1942-02-27,"G",73,170,"LeMoyne-Owen College"
"Reece Gaines",2004,2006,3,1981-01-07,"G",78,205,"University of Louisville"
"Sundiata Gaines",2010,2012,3,1986-04-18,"G",73,185,"University of Georgia"
"Mike Gale",1972,1982,11,1950-07-18,"G",76,185,"Elizabeth City State University"
"Chad Gallagher",1994,1994,1,1969-05-30,"C",82,255,"Creighton University"
"Harry Gallatin",1949,1958,10,1927-04-26,"F-C",78,210,"Truman State University"
"Danilo Gallinari",2009,2018,10,1988-08-08,"F",82,225,"No College"
"Langston Galloway",2015,2018,4,1991-12-09,"G",74,200,"Saint Joseph's University"
"Dave Gambee",1959,1970,12,1937-04-16,"F",78,215,"Oregon State University"
"Kevin Gamble",1988,1997,10,1965-11-13,"F-G",77,210,"University of Iowa"
"Bob Gantt",1947,1947,1,1922-06-22,"F-C",76,205,"Duke University"
"Jorge Garbajosa",2007,2008,2,1977-12-19,"F",81,245,"No College"
"Ruben Garces",2001,2001,1,1973-10-17,"F",81,245,"Providence College"
"Alex Garcia",2004,2005,2,1980-03-04,"G",75,220,"No College"
"Francisco Garcia",2006,2015,10,1981-12-31,"F-G",79,195,"University of Louisville"
"Chuck Gardner",1968,1968,1,1944-09-30,"F",80,205,"University of Colorado"
"Earl Gardner",1949,1949,1,1923-09-18,"F",75,195,"DePauw University"
"Kenneth Gardner",1976,1976,1,1949-09-27,"F",77,205,"University of Utah"
"Thomas Gardner",2008,2009,2,1985-02-08,"G",77,225,"University of Missouri"
"Vern Gardner",1950,1952,3,1925-05-14,"F-C",77,200,"University of Utah"
"Jack Garfinkel",1947,1949,3,1918-06-13,"G",72,190,"St. John's University"
"Patricio Garino",2017,2017,1,1993-05-17,"G-F",78,210,"George Washington University"
"Gary Garland",1980,1980,1,1957-10-12,"G",76,180,"DePaul University"
"Winston Garland",1988,1995,8,1964-12-19,"G",74,170,"Missouri State University"
"Dick Garmaker",1956,1961,6,1932-10-29,"G-F",75,200,"University of Minnesota"
"Bill Garner",1968,1968,1,1940-06-17,"C",82,220,"University of Portland"
"Chris Garner",1998,2001,4,1975-02-02,"G",70,156,"University of Memphis"
"Bill Garnett",1983,1986,4,1960-04-22,"F",81,225,"University of Wyoming"
"Kevin Garnett",1996,2016,21,1976-05-19,"F-C",83,240,"No College"
"Marlon Garnett",1999,1999,1,1975-07-03,"G",74,186,"Santa Clara University"
"Calvin Garrett",1981,1984,4,1956-07-11,"F",79,190,"Oral Roberts University"
"Dean Garrett",1997,2002,6,1966-11-27,"C",82,225,"Indiana University"
"Diante Garrett",2013,2014,2,1988-11-03,"G",76,190,"Iowa State University"
"Dick Garrett",1970,1974,5,1947-01-31,"G",75,185,"Southern Illinois University"
"Rowland Garrett",1973,1977,5,1950-07-16,"F",78,210,"Florida State University"
"Tom Garrick",1989,1992,4,1966-07-07,"G",74,185,"University of Rhode Island"
"John Garris",1984,1984,1,1959-06-06,"F",80,205,"Boston College"
"Kiwane Garris",1998,2000,3,1974-09-24,"G",74,183,"University of Illinois at Urbana-Champaign"
"Pat Garrity",1999,2008,10,1976-08-23,"F",81,238,"University of Notre Dame"
"Jim Garvin",1974,1974,1,1950-02-05,"F",79,200,"Boston University"
"Marc Gasol",2009,2018,10,1985-01-29,"C",85,255,"No College"
"Pau Gasol",2002,2018,17,1980-07-06,"F-C",84,250,"No College"
"Frank Gates",1950,1950,1,1920-04-12,"G",72,160,"Sam Houston State University"
"Chris Gatling",1992,2002,11,1967-09-03,"F-C",82,220,"Old Dominion University"
"Kenny Gattison",1987,1996,10,1964-05-23,"F-C",80,225,"Old Dominion University"
"Rudy Gay",2007,2018,12,1986-08-17,"F",80,230,"University of Connecticut"
"Ed Gayda",1951,1951,1,1927-05-11,"G-F",76,210,"Washington State University"
"Andrew Gaze",1994,1999,6,1965-07-24,"G",79,205,"Seton Hall University"
"Michael Gbinije",2017,2017,1,1992-06-05,"G",79,200,"Syracuse University"
"Reggie Geary",1997,1998,2,1973-08-31,"G",74,187,"University of Arizona"
"Alonzo Gee",2010,2017,8,1987-05-29,"G",78,225,"University of Alabama"
"Matt Geiger",1993,2002,10,1969-09-10,"C",84,243,"Georgia Institute of Technology"
"Mickael Gelabale",2007,2013,7,1983-05-22,"F",79,215,"No College"
"Devean George",2000,2010,11,1977-08-29,"G-F",80,220,"Augsburg College"
"Jack George",1954,1961,8,1928-11-13,"G",74,190,"La Salle University"
"Paul George",2011,2018,8,1990-05-02,"F",81,220,"California State University, Fresno"
